variant,n_fit_docs,vocab_size,mean_cosine,sim_s0,sim_s1,sim_s4,sim_s8,matched_s1,matched_s8,max_abs_diff_vs_cached,mean_abs_diff_vs_cached
A_original_fit_corpus,220796,368113,0.1248990972367719,0.027696944634771088,0.10403108068834489,0.1382318532130297,0.1514496869041778,0.0528069208277342,0.0724334907298626,1.942890293094024e-15,1.1590011917981744e-16
B_rescore_scored_only,136387,294784,0.11816335134838998,0.024894212633690113,0.09781925522071856,0.1311008502977974,0.1436200754702487,0.0480034404274205,0.0662244819056044,0.3667943632756546,0.007140160373797922
C_scored_only_int_ceiling,136387,295057,0.14065703757418271,0.03747079182943953,0.119882025364093,0.1547604855726171,0.16845877081139235,0.0659654817837533,0.0873596093394598,0.36305893949407875,0.015849241078078793
