max_df,ratio_mean_1_8,ratio_min,ratio_max,rel_spread_over_s
0.2,2.5535322025206444,2.375233698135745,2.616437640463871,0.09445893891215817
0.3,2.247193914707685,2.117947421107727,2.2932293172889926,0.07800034302071628
0.4,2.0781052494153354,1.9700273952293703,2.115071763837416,0.06979644974615848
0.5,1.9720163233132078,1.8749586590780414,2.0044651930437527,0.0656721409628729
0.6,1.8988243991130764,1.804882470311132,1.9281091585430974,0.06489630546643678
