term,ols_coef,boot_ci_low,boot_ci_high
Intercept,0.1498185556529112,,
cg,0.0005210260601248662,0.0003797001295923741,0.0007390615177191535
hops[2],-0.016527830828124163,,
hops[3],-0.06921240282858247,,
hops[unreachable],-0.06959000836032975,,
