k_u,k_v,cosine
17,1094,0.16479493034436998
9,35,0.04990013000494653
38,337,0.11755930938002063
38,770,0.07744154318799212
13,175159,0.09111756834847953
7,175159,0.06449608044549233
40,11474,0.15800693027548302
26,124,0.11949585748843888
16,31,0.05391901629546066
151,1253,0.2546781642160704
151,6997,0.21826945610769427
151,3750,0.22200872324198984
14,21,0.21123538294041885
51,345,0.17156586088627807
345,5277,0.1468363038582186
120,122,0.293992144904611
21,55,0.02354851345616832
14,28,0.10366231541650019
78,27914,0.12939251237216776
27,1429,0.13866047484442237
49,1429,0.09698056273677151
28,1429,0.023368356686667178
20,1429,0.10355901277578364
40,1429,0.11907638587787175
15,1429,0.13709766714101468
40,1429,0.12796134974816092
9,1429,0.025305939668113366
47,1429,0.13611483218941672
15,1429,0.08801340468956895
29,3507,0.15519896570170977
22,24,0.10763245783201741
115,192,0.04694077250293136
72,114,0.14242214863041924
11,19,0.17906151880244492
15,20,0.20808855284655545
41,97,0.07753680696167398
97,774,0.1543221781294853
7,10,0.13930901989115269
8,8,0.15006803737816304
11,86,0.1685955258058212
36,1204,0.1946377360139917
89,5453,0.280129172095852
89,1875,0.405735794462337
81,137,0.09381327902333039
12,18,0.22312255701695693
35,2663,0.2681655600607988
65,169,0.07436815237618921
56,169,0.10312957785786706
148,6997,0.08576236188102968
7,83,0.289204771888994
47,97,0.13774032990285684
11,26,0.2328947796324793
25,26,0.21521665623229919
56,59,0.09150346172084424
12,33,0.1165034670026707
142,1019,0.07278451626869138
11,16,0.09238205880108545
6,8,0.02663379428090021
16,67,0.17111091669687395
20,162,0.2011751084918296
64,653,0.20762942695281422
282,352,0.1373612344728406
27,38,0.1519247561599601
752,7829,0.10801833547573009
23,752,0.05262564942516903
88,1094,0.1800343996117194
21,46,0.1301308491755137
48,91,0.13853947414655357
91,170,0.08472854325510998
148,227,0.08353020855878972
50,227,0.14517622923967693
64,179,0.030630970720892114
170,3722,0.03594279734006429
56,847,0.20095161310242038
13,22,0.20064453847320007
41,175159,0.12620369638661294
74,205,0.2221011938449226
11,13,0.070793432354509
12,332,0.09285994592437173
53,1054,0.22575580048327848
156,1355,0.26865513015263276
14,24,0.09929384404812404
24,318,0.14524143924352784
10,11,0.22422367783964087
12,29,0.10274148323194206
57,137,0.08095025133033848
17,35,0.21276528113732945
11,12,0.05640002557804397
12,20,0.08754865638712873
86,88,0.14077165115396933
80,89,0.04728821890261184
31,48,0.1623058941823296
8,3507,0.12723534002570927
75,3507,0.2826289802796773
88,3507,0.04566763008874759
262,3507,0.24457241070289482
637,3507,0.1607156213081159
95,3507,0.07927571673531543
473,3507,0.19077029186612948
93,3507,0.13875358030558646
157,3618,0.16151281401084275
671,1079,0.09258397866489944
18,90,0.10669366216998036
11,12,0.1267876370715998
30,84,0.16088321023657776
72,2505,0.147985665653436
16,72,0.08927243136238003
357,492,0.24045350276730915
492,626,0.22102992999298166
86,492,0.2305045335334036
288,492,0.18811967694803466
20,76,0.04183301127175111
491,980,0.15068616564036869
38,2248,0.09558585535209752
62,2858,0.11576249636612262
495,2830,0.15280816289971472
15,1054,0.2441266235409466
87,416,0.02231683333699958
8,20,0.0661140114130884
105,27914,0.12552674038252362
331,2856,0.24520969448029917
331,1253,0.26468566228983226
8,34,0.2021647349916404
22,35,0.06890041765076144
74,163,0.11153325579458598
20,41,0.1686383773693032
109,536,0.20152132487590513
57,109,0.2784615762301042
109,28914,0.24388825324117236
7,224,0.08572424930064075
224,469,0.14298468992237157
44,304,0.23731918124648882
51,52,0.17977409551361345
345,3070,0.028085333388552847
229,345,0.0761110335303409
345,2180,0.22586971701247915
12,108,0.22975371785720072
14,19,0.19727428760768406
12,175159,0.03401607819606186
16,19,0.19127730441100116
6,18,0.24515121182972038
9,51,0.13109482525145544
151,164,0.054635541429736326
151,438,0.18990255998554534
151,218,0.1756976231980611
151,620,0.061272372210048436
151,279,0.21347788022758463
8,26,0.25033797584359707
43,89,0.2292669072018529
43,757,0.2642081915951059
57,787,0.13136359524691213
18,854,0.2170633917288268
90,854,0.22193161055791427
35,44,0.2454066919947231
26,35,0.04698282012165608
23,262,0.043650073018253126
105,141,0.23887253020455057
44,105,0.2474134247787543
75,1235,0.1076015166620073
69,581,0.13285998945703814
18,69,0.25589654588502486
236,523,0.007054226852014918
85,3263,0.07602642306486938
18,58,0.09873096161879082
14,25,0.05822582221932136
70,283,0.2531761090730559
34,283,0.2058168037968859
58,283,0.12270863532841281
37,52,0.3451935338182578
13,34,0.29046314926252725
59,81,0.3734334873699799
74,147,0.2555690349935116
147,187,0.17635794884814893
37,921,0.018871155067045002
178,4513,0.19411147349162308
15,178,0.23982919381559692
20,23,0.06552785556165443
6,24,0.21226929375250464
8,15,0.4162616523472098
40,58,0.24963062552790802
90,240,0.12410094579802945
90,598,0.09049187427560962
21,25,0.18350016140029
33,157,0.2290567919813874
15,31,0.2169924401097092
11,217,0.22548371082763854
18,157,0.16556691386182812
17,157,0.20720952151151245
227,3618,0.2008849922728959
51,242,0.1073940063678919
15,354,0.18258391319248882
29,30,0.11597146671841776
19,49,0.08479828008727948
82,278,0.13799747926017147
16,179,0.026199875754470064
16,23,0.2939229579361688
79,506,0.246416715219612
26,51,0.16423674803662264
38,69,0.28481481403781367
144,1670,0.07704615801520395
196,1670,0.090760518767965
199,1670,0.011885126412557541
18,77,0.12348142713362426
18,42,0.14314276597996234
159,340,0.0992998862154325
29,79,0.21901552048416648
16,79,0.12133481329301901
12,15,0.0976845285183743
57,1554,0.1446925160014722
232,499,0.13534083961593038
232,2614,0.1110538846128476
17,91,0.10043235607871867
52,99,0.12548857184022438
12,16,0.03797225831729727
15,22,0.0
24,43,0.06944674949600955
25,449,0.19147117631113203
75,449,0.13904065307202956
56,23813,0.09689850927242905
56,19281,0.09214330100647806
15,294,0.0476299486828744
86,6325,0.15504376051378058
15,17,0.07798575578513403
61,261,0.2021603273746052
139,193,0.18101200403113424
34,248,0.10817747317431632
51,248,0.09406946828493595
43,18318,0.07199280812385646
10,536,0.07253082088414857
35,531,0.12077043945957847
12,13,0.0783160368387305
12,26,0.10534111648082391
66,688,0.13758834879138437
42,1075,0.18535444672689763
65,285,0.14773921993804617
69,151,0.11857893180818305
78,846,0.10888569211705643
16,673,0.11594531479390219
17,58,0.12196990484967139
17,23,0.1418305816295732
20,25,0.248623887823301
154,255,0.1390039025748533
45,255,0.023214293282361027
255,1195,0.10485931728459015
33,122,0.16423546788922644
122,1054,0.23622953004393232
51,133,0.12653287667613033
11,13,0.2948141977922781
8,51,0.07463012249308965
42,80,0.16755947735227864
9,62,0.30107439312557466
6,15,0.1346919095354313
6,13,0.034612048535474706
10,70,0.37998998421433483
9,16,0.32951913571658836
16,38,0.21007596859511318
69,620,0.03224198737299165
75,523,0.07389881113793983
94,523,0.08486122386301294
285,523,0.15895334598972366
68,523,0.05491478300719767
124,174,0.12666077495287587
21,53,0.12191906002356206
61,23813,0.19792956814788454
21,51,0.16741974036111718
17,27,0.13678425587757947
49,49,0.006424478712478369
27,66,0.06049251244647993
156,348,0.07544654770330328
464,577,0.12793734863753603
464,1547,0.09634870209794083
464,2020,0.18285784539539848
96,5281,0.16732038275885583
127,5281,0.20911108933938338
181,5281,0.19653585988871491
618,5281,0.1984123874109413
463,5281,0.1091949810349909
71,5281,0.1977442469639623
319,5281,0.16633979791253278
122,246,0.22185099859204865
278,2733,0.21997319159423728
14,32,0.12746930091620404
11,63,0.17969097324361813
9,9,0.3068589729911826
9,12,0.23771851092948815
10,21,0.302666383569313
106,188,0.17818137237642262
106,478,0.056412597398913994
12,22,0.3275868838825121
13,68,0.2133839770134078
8,22,0.11057196974249488
34,50,0.0634594399397602
12,1275,0.12039786203231803
12,326,0.21051191490177534
7,35,0.2438687636534039
8,206,0.28176020135317803
68,182,0.0946904804499422
27,550,0.12419432574115617
29,3326,0.31655505607612067
78,14894,0.045502761630752564
78,315,0.007440152483723272
8,18,0.08808561644579378
14,35,0.2999025901826476
77,181,0.1362626536577326
77,422,0.11860527771348871
7,12,0.14182083922381256
30,227,0.17511539112818603
81,99,0.16583728666994557
16,23,0.21449686857855005
39,154,0.05710618934234808
7,23,0.10363973188274521
24,175159,0.1273394567918482
42,483,0.09498355142444065
14,36,0.06953808182625235
12,36,0.02482512774345915
88,251,0.1370003055885992
17,175159,0.015325813110269855
9,13,0.18965751112500948
11,280,0.16592052549256192
132,192,0.2571508788288571
132,2428,0.18852165201310678
84,289,0.1984445308012977
115,241,0.12044534977266334
115,10241,0.18694162202748799
33,61,0.16650928763423647
12,23,0.11699827865857887
15,21,0.0708465704707315
33,183,0.15776333826300198
47,1094,0.1658017291363863
337,3070,0.019371419137785402
337,506,0.174277433559619
23,25,0.03378160181865822
47,27914,0.061905664930129764
41,55,0.2187360141711311
10,11,0.08365688993111725
9,22,0.09627097841858909
9,32,0.15971684751311607
15,576,0.12755439781010636
42,190,0.3750610735220498
190,951,0.3204742960660164
190,405,0.2552253577175982
26,27,0.27738568753704623
6,6,0.09737846567215266
17,33,0.20132399350962546
10,20,0.46060404573395247
409,770,0.19544296799407784
9,9,0.11880603631705872
188,1663,0.03219797044014458
188,199,0.010447623127206495
71,1108,0.11442635362364856
71,469,0.3010257140810163
637,1677,0.12383866356857132
74,637,0.1063544434752478
12,29,0.06683201626039259
92,295,0.21831419804533742
125,295,0.15186797108124406
112,295,0.2953767987974505
59,4130,0.08006605769923142
32,38,0.2899702137231694
9,318,0.09398928012358601
195,290,0.24455978986523935
34,3618,0.09524950320588958
9,10,0.14027932508611926
171,2599,0.24063411657018877
171,354,0.23228179959124418
113,171,0.0741707150439201
171,28914,0.216808974498285
10,33,0.19252510516878735
83,576,0.08068306764720387
16,19,0.13366947442811267
27,1569,0.188073149871768
452,2505,0.13755748126827513
452,860,0.16700281534308004
97,452,0.24583172681051163
33,92,0.09392709886746511
151,190,0.09932346451838732
111,1663,0.21870724000077363
763,2167,0.01816812683996889
15,19281,0.04848443345101777
246,19281,0.1397119062531259
246,10241,0.20137567937613776
40,242,0.05065826622799391
13,20,0.07667775369778361
17,38,0.2179554411290198
42,104,0.13952600581447477
104,146,0.1682150948656398
34,74,0.09052739228604044
38,536,0.0636920119208042
55,559,0.11015012639193784
55,80,0.03769683868839088
12,673,0.1302404148642054
6,42,0.1186412833447054
59,27914,0.05894305140528063
42,1663,0.08902344330144384
44,89,0.2053657290906956
244,2614,0.12917465150719692
11,175159,0.01047082746386576
107,1075,0.2404773316764961
9,175159,0.026669299950357068
10,72,0.0733072810142482
381,2836,0.027416268853490713
129,358,0.09575024524607838
20,34,0.21110468157484583
30,100,0.24407990062974466
14,31,0.06423164967373668
58,958,0.19359825566399624
14,114,0.15932322198328866
115,146,0.12500230483006422
81,4513,0.21322864970610775
39,81,0.20760050473717562
81,28914,0.15782482525984365
58,68,0.2366981661858125
68,2894,0.14404806185844485
68,514,0.27110094942158447
96,337,0.17265507933842889
12,22,0.08553564835414859
10,22,0.06803047662547813
180,5453,0.1226164161429523
8,9,0.08603603067075367
391,447,0.1868428830756138
447,6997,0.15892674481856425
16,292,0.18265202177059128
16,23,0.16437899798690847
65,440,0.1558772630921155
84,440,0.20610592951102988
175,440,0.08598161543862232
440,18318,0.15801956433646902
115,440,0.1755744463481212
56,440,0.12904616979875053
10,23,0.12216475697492163
12,227,0.08837211462596264
25,18907,0.20667442165790015
40,57,0.14498344393731813
162,463,0.16241743678208004
76,194,0.24274557373209435
76,288,0.2517955081498666
6,20,0.014497506015654693
138,9632,0.14620134186298495
51,9632,0.024910623567179428
172,9632,0.19412003084896218
245,9632,0.004224379851676333
399,9632,0.1519042691449369
136,9632,0.026432488157315075
68,9632,0.2568108423982027
10,9632,0.09195905944960207
103,9632,0.21664699114115452
262,9632,0.13148206014511352
32,271,0.20965228234601985
32,46,0.15581023907215272
160,846,0.07033166840431776
213,846,0.12032481708215464
120,846,0.11647574712522757
51,113,0.1870018334785487
51,28914,0.1773085657797394
96,591,0.1444425084074646
96,598,0.20208601746235658
31,33,0.10199650767403162
24,63,0.08272694173337364
13,14,0.07986245899708216
9,32,0.10616771665157829
37,77,0.309420747763617
23,251,0.18342458933332473
9,175159,0.019725914499653472
91,99,0.23234836711125895
99,103,0.2520300336729979
22,62,0.17880234697189035
195,7237,0.20070241170247036
30,195,0.11055192729920567
175,195,0.13017897708558862
514,2830,0.16754621756081006
514,680,0.1678055658619962
362,514,0.15394883894452316
15,17,0.24718493919379855
100,6997,0.19774997096819164
57,100,0.22395426530630308
10,12,0.16408151878306004
92,359,0.15935687251036904
88,359,0.1757990793828904
84,359,0.14237926105509102
152,359,0.20906637353665952
90,359,0.15796215838250038
84,359,0.11087288291534973
72,3618,0.22147701139561465
17,144,0.12612576605924491
10,144,0.10600856351249487
9,109,0.047092429187621354
16,32,0.1731709735866131
32,99,0.20259140690618704
43,10241,0.06108660788168551
18,29,0.19327231296682817
47,66,0.1676071794764181
33,47,0.06881180530780884
15,175159,0.04809336248859562
36,692,0.1189672878588103
32,120,0.12576239594644026
41,56,0.21201127684325435
89,368,0.2111702790008136
368,664,0.2017981281131344
368,459,0.16046214881843557
18,22,0.190693123145018
50,438,0.160512578262201
391,438,0.22021070307268664
67,438,0.17319152591602843
61,438,0.19290406413429517
438,486,0.17138315886019126
8,438,0.07866756446828442
25,438,0.18835277771132403
291,294,0.15829507004388993
177,936,0.15306854696203154
20,67,0.17890983064272659
15,200,0.13884831153314192
15,59,0.18080039664707465
20,175159,0.08325393349079341
25,88,0.15676231035430044
27,34,0.22154985878119504
147,1333,0.034169704434254884
54,132,0.1270061635909694
54,311,0.23496604535978888
29,41,0.09672680737149116
58,18907,0.08265191023658837
8,200,0.00448636836626686
10,23,0.09288787279341036
10,59,0.15732053567034326
24,59,0.07191301709270495
33,556,0.2533454418128515
30,86,0.1952139383459142
405,1683,0.10583977969252366
10,32,0.1064370870691813
38,81,0.1833292157388319
147,595,0.22111234002232932
147,213,0.29612424764276696
147,170,0.19272542122901415
62,7237,0.10345303665001779
481,1113,0.07291989792929285
176,481,0.10374131966717078
36,389,0.21048176714005906
389,3198,0.2561757685724879
389,475,0.12719343959949275
389,3721,0.16515482260602382
15,389,0.11018800921366095
16,175159,0.006188097183325349
364,1611,0.1916357696476531
15,1611,0.2647599115906286
108,258,0.26346480617179036
45,258,0.22318848311828976
20,1108,0.05227014343226991
40,1108,0.10977680357253396
486,1108,0.08209365843265021
198,1108,0.08610032095826678
1075,1108,0.09758615140396995
56,1108,0.07388645388053731
34,1108,0.05093282329833746
76,1108,0.09913422111214987
70,1108,0.05262075855945597
64,1108,0.08520873546490096
16,1108,0.10562290339127611
122,217,0.28108142909415085
80,217,0.17846578741436067
32,1094,0.16137243088330383
15,49,0.19067086983448464
20,21,0.015389100546096622
14,175159,0.07129452529263591
60,93,0.24389425601956416
17,22,0.15193149948886744
17,83,0.18038514683262058
289,782,0.1997072603899369
11,12,0.07587309337859885
11,47,0.12813061092211875
67,128,0.08301128083914863
67,466,0.14011516722231018
451,703,0.13725707042986696
137,703,0.10084017952400776
65,703,0.18493165906162956
107,703,0.11189353149552875
33,75,0.06677863132024775
15,75,0.11011321885698336
76,469,0.0901845892590458
24,175159,0.08077626233857521
77,94,0.051621212698832006
13,30,0.1176756077826098
145,1054,0.3078135967607428
145,343,0.20235940017754925
16,37,0.07016913688841238
255,1514,0.18977537951088988
90,2248,0.14243991203135326
257,951,0.18075138440013397
196,408,0.01790571635792765
14,18,0.4029458251193905
41,4081,0.120169702840239
41,19281,0.19617631532621588
18,25,0.05736821478548821
50,332,0.106430022924868
16,332,0.23743749365415345
155,332,0.21022853564182806
77,332,0.16204719702505876
11,332,0.21089697920601844
8,27,0.11388617857574886
218,11474,0.18934592011260054
8,49,0.11550338978120193
49,1054,0.16489520589748557
104,182,0.2266136511462879
68,2407,0.21810084090886678
68,175,0.05135560211111792
41,44,0.1424741948924311
522,4222,0.11450706458967067
522,749,0.1299510078473311
522,5285,0.17651893084931475
45,522,0.08379826050021588
105,108,0.13226447464259505
14,491,0.024922750622139347
47,491,0.11576440118517534
96,1182,0.23699644731559283
257,355,0.13902891983500115
274,355,0.2161967953379558
355,2817,0.25194050048734007
330,1507,0.1360543430857683
52,2428,0.1606453786762882
9,124,0.26724804996379614
9,48,0.19672039842511163
122,436,0.15567671398082433
33,132,0.07225924149115075
45,18251,0.1203853544170174
28,74,0.2065593574202526
17,29,0.17066246726888545
52,1875,0.30615402406244335
7,175159,0.04309642441337263
176,3722,0.06841382102136583
62,145,0.17387489834423192
40,85,0.06322527091913893
209,251,0.10901180217870104
13,24,0.114383111423671
6,19,0.16897669856753478
189,2256,0.19857407081387518
189,1475,0.15946392076664626
24,25,0.16517520090388932
10,12,0.040281575813278174
12,13,0.09651449999310886
88,407,0.1660443048070558
52,2248,0.16072853304453202
36,1683,0.19520451521462034
92,1695,0.1813246294932333
51,1695,0.14148665078946798
112,1695,0.1140506915684298
98,1695,0.12633724263752333
44,1695,0.09982848480923558
90,1695,0.1727147752435714
100,1695,0.18693235238043276
126,1695,0.20001873007644339
32,43,0.14923860596971225
72,214,0.20855507727227396
51,27914,0.1606316734135359
237,1008,0.17669467635202413
237,284,0.08548808245249431
100,237,0.15746739312277624
114,251,0.16490810166621978
251,461,0.2119519519089097
7,56,0.22183135645355972
10,80,0.10566982646432244
21,61,0.1489647117935689
21,36,0.21335648513338099
73,351,0.12194669215761086
351,28914,0.1401984153469233
65,290,0.166666680900484
84,290,0.13085084695410407
96,290,0.1441614846653653
509,813,0.2491070997915184
813,2575,0.10701938290033686
409,813,0.0875752470870238
200,813,0.2623551377255028
306,813,0.19993915553398742
9,12,0.04619113932812692
107,492,0.0918464988038265
152,220,0.06570075554048732
15,175159,0.050026486352074545
7,9,0.2978997046870969
25,61,0.22875464811362262
20,22,0.14913982104596224
36,43,0.1191729217432403
244,5196,0.061278359088850085
157,3198,0.2317053819356712
64,157,0.26142241504284036
21,31,0.15274765349113084
31,486,0.14756012055116305
83,233,0.007190116946900839
279,430,0.14322335632701294
61,430,0.15047762183206967
430,1875,0.14138975993477915
9,17,0.24076076157456672
172,653,0.16503056060682203
180,595,0.16993586573831201
180,635,0.17678486543152147
111,8742,0.28764614475469835
37,49,0.13438132991305388
24,110,0.2029004700752723
13,77,0.07756233098556659
17,24,0.2690376264024472
29,135,0.13437400089402274
196,1659,0.3034046728593762
49,1054,0.2518483464048441
49,262,0.27779441188170984
50,1333,0.007223699096134167
90,1333,0.06994400404220755
20,21,0.14119522385856864
52,591,0.14153465792410946
19,188,0.2558255017244307
32,188,0.06282288919545545
73,188,0.1806563221826602
11,175159,0.032266975690931246
252,2505,0.2654708942843316
595,2505,0.18096931094129848
45,2505,0.16603684422826837
57,2505,0.1889817177610876
586,2830,0.19650902909487172
184,2830,0.16847250752412918
134,1347,0.27584016874527434
125,638,0.10521668719774513
12,125,0.11635617578635565
37,41,0.13014298259251073
17,33,0.19690919844279003
10,24,0.11673969795876978
10,13,0.19686026134499982
25,38,0.2590598738633548
97,261,0.1192988927891421
64,107,0.26502853171725993
15,97,0.2564729433585208
44,53,0.19738304547711166
18,53,0.18884108146231438
14,53,0.2296438959439354
578,3247,0.08405401528967338
578,725,0.08361317120627872
19,33,0.1502533490051077
20,154,0.05703230793609924
42,154,0.07377249692775531
154,218,0.175023758816519
145,154,0.15629360378375812
37,75,0.16466276465013258
26,170,0.09484011737209558
179,1610,0.1557865395861237
18,19,0.2744703896173906
181,3052,0.13125891471602205
27,46,0.15568965397611328
680,847,0.18093736153406936
36,618,0.15283430941919046
17,124,0.0797143704001186
70,177,0.1761399654532356
17,26,0.04334978825388568
15,18,0.07083274796832795
199,761,0.02938037149000245
30,60,0.07462717233882961
51,250,0.11495725762171322
23,58,0.19181061539727753
9,11,0.14727880447913574
141,441,0.055188842987370625
98,1275,0.18329133968573774
135,237,0.09001151741094143
71,136,0.14309699051982902
136,1235,0.1777579538366101
125,136,0.25008750440147487
7,26,0.19466009443512947
75,7237,0.038533206295852676
29,1275,0.09863925149861791
217,285,0.009374554497226444
601,7237,0.007955985443058299
10,7237,0.17178506669630572
11,7237,0.14802253062889537
61,7237,0.01701998054821045
95,7237,0.19335299373926942
89,7237,0.12929463677848768
423,7237,0.021694094744151793
221,7237,0.12324593842504215
79,7237,0.026410688803745464
77,177,0.12690713166853457
275,2407,0.09121891989418687
13,27,0.15148486209910716
59,61,0.04675450482514744
19,1204,0.19348962716020657
10,29,0.23884896790329646
145,3618,0.3112560100984457
145,2407,0.2958470341052025
27,145,0.3213046717381899
16,20,0.07430730170164063
122,139,0.13680980670651743
139,550,0.15775968484284808
586,958,0.10537964934592355
74,470,0.1102606562577817
43,470,0.15023628802860012
336,3029,0.30116478890766724
115,336,0.33739069971333546
336,2504,0.3182997092732758
286,336,0.28758894521015016
122,336,0.2504672106570799
209,336,0.3027517408494119
141,336,0.1773961311299891
121,336,0.32406437733103005
116,336,0.3047650257238105
43,2407,0.28697211215232626
10,52,0.3275889458030278
250,603,0.022048811272163914
14,23,0.05170304217562784
21,770,0.03767707363946836
21,53,0.12629842057458532
12,28,0.06277031970846612
111,975,0.024495145636279733
63,215,0.0767447656306616
16,69,0.07217652053517215
17,28,0.034272719467022254
7,189,0.1595234306509122
14,17,0.1349222747360142
17,32,0.180220583527391
48,94,0.014563366903076656
9,94,0.055282316301636124
117,145,0.1832274990188025
145,2817,0.2044410649117233
520,530,0.1082964989038117
520,546,0.2033265918896724
520,847,0.19378607626503203
9,175159,0.04035194773598532
396,3070,0.015965299081550213
518,3070,0.016425239154156942
623,3070,0.020523082557688633
773,3070,0.01260511407066026
18,20,0.10366207931600742
16,175159,0.09351106166927411
51,65,0.11920163216893533
7,175159,0.006571196330250967
39,273,0.1365948630851877
199,273,0.18345845465395494
39,273,0.18188403707237072
16,76,0.016265289305039305
76,357,0.1356830693304997
67,86,0.09520590708551159
83,211,0.22737956457379271
30,211,0.24655035030945727
211,1659,0.2682931890004147
126,211,0.23129260674551289
20,72,0.1722819570862315
10,175159,0.009522225985859332
23,44,0.2617239960244674
20,2733,0.28085693419540725
155,2733,0.27338670694993333
84,2733,0.07659818109960592
14,175159,0.007685636515148021
148,3326,0.12864344623973567
148,3052,0.08063594283774095
303,328,0.056610555799095116
202,328,0.06468144592786973
75,328,0.0646477376130982
44,175,0.15369501310057448
31,186,0.10598421360272539
105,152,0.17592528295510224
40,145,0.1821653900833341
99,4058,0.29549806447033533
160,3887,0.12759315986038283
65,883,0.13468690652847587
65,348,0.13978501403976656
19,28,0.29976842488025024
307,744,0.14260664158260092
126,744,0.15948542935105103
744,858,0.10793622221718246
10,48,0.13456271625004643
163,5373,0.010774808577717006
16,22,0.028624587879804625
176,854,0.1444845244112934
89,2799,0.1830827187991801
25,66,0.07190190490052012
258,263,0.17244974530367901
73,263,0.1892758153138373
187,263,0.15361483041841995
263,175159,0.10346797381467347
12,17,0.026287629028518566
33,48,0.21725638541628395
19,93,0.16100946019963228
19,45,0.1714645523310449
131,241,0.0
621,799,0.15425373598893177
270,799,0.22814590381154135
81,480,0.12784831198767466
81,138,0.12653233711531628
81,88,0.05554110766062091
43,124,0.017812050279824368
17,26,0.12569128825319714
118,1207,0.26633285212200575
118,463,0.2319926564228169
118,459,0.2586684369299231
25,48,0.04777643021488097
18,53,0.1216274980166943
112,469,0.2484985250766359
174,469,0.297116290791297
115,469,0.25226270753194
469,951,0.3125221928018943
44,469,0.3913808977924528
146,379,0.11003803351570485
38,57,0.013153346863021387
38,114,0.07648117645321183
55,71,0.1748420227859102
132,516,0.12555525806222317
124,132,0.13178419989854712
76,591,0.09798763214701942
31,591,0.189566385917074
27,591,0.1735485402227488
73,591,0.11828288565857417
9,31,0.12957771118071792
34,601,0.16052822052971683
49,601,0.13586033154807187
129,307,0.2249664860230822
18,307,0.14686747704091785
147,307,0.2033607094755757
8,12,0.2822347321079325
10,21,0.16694566461188412
15,20,0.18727784625569455
11,15,0.1890711444794403
17,27,0.21993628854090452
23,576,0.07082456351381061
20,175159,0.02167678584292669
16,18,0.08476910117623221
156,438,0.17518223077739314
128,272,0.015531586960051563
45,128,0.09298652803419091
16,289,0.08439579994694718
90,289,0.15959093464944704
146,289,0.16875247831022605
38,511,0.19325657052313816
155,2519,0.2190643888650772
27,2519,0.10540309090293153
92,2519,0.3557790967226008
217,2519,0.19433433910074174
188,2519,0.11715197550875774
74,2519,0.09489291670253633
174,2519,0.13121624973382892
354,2519,0.028864890368843165
26,320,0.019123109572545986
51,320,0.022873728475293682
40,320,0.020766924829777034
138,7829,0.21248336968681125
60,112,0.19200310385151909
112,958,0.17495599176337032
112,123,0.1929830524978525
95,161,0.20797133167902887
55,64,0.1610448242058768
129,1610,0.18901595224744305
126,1610,0.24784083440705124
583,1610,0.13700743943610444
294,1610,0.14072009940747712
14,130,0.1405093367995126
27,30,0.10436844389289614
6,86,0.10636439234372357
125,961,0.1688403336154663
961,5373,0.017043970079222395
633,961,0.010037660769992731
961,1120,0.19760033108519698
123,664,0.17147775945601584
20,22,0.07280813244494992
22,25,0.2604238726116118
91,653,0.11618415226558931
91,206,0.21690313125984123
91,19281,0.14846405396011875
13,13,0.1930404817955206
138,304,0.2083546101386921
304,951,0.2849609796946462
33,248,0.24571443520496689
17,258,0.16946138595510707
42,125,0.22688092592517609
125,262,0.2248908119448603
121,2983,0.17956783959606848
240,2983,0.15082165295795585
163,371,0.19492106847901983
152,163,0.15765139983924953
53,163,0.1284233469961425
44,1054,0.022897699730903512
39,1054,0.2170050214877999
12,17,0.2072669079071809
12,18,0.24169828130167237
7,8,0.20315136644529005
14,17,0.3787943906532225
95,152,0.22670477444822393
134,5196,0.22232793673430654
134,578,0.2244304695840942
37,134,0.2134177887712987
43,67,0.056862626851580486
162,270,0.13181643029415488
26,270,0.12780348244803624
181,270,0.1278881721535632
12,175159,0.007840680308479137
21,27914,0.019749255637619385
19,64,0.10610736199922202
19,64,0.08397671577166671
24,165,0.3380579081027153
253,3722,0.0060125984715839525
10,175159,0.07666526552912067
49,88,0.28148567281881975
247,262,0.28412146039717134
247,261,0.24712343190295355
34,586,0.10312787289863917
18,25,0.08060396658009981
35,89,0.15362670709625034
89,285,0.19326180960497125
110,207,0.19507754344846878
29,43,0.10178616054883304
75,95,0.11890390815142424
93,889,0.2615424777025612
7,13,0.07425832358028983
43,49,0.13827691307235973
14,32,0.2150958486302099
20,27,0.113777189031603
30,44,0.21177072719555534
216,2428,0.21045881917944675
443,1113,0.0637290668350079
356,1113,0.0702901943910893
492,1113,0.04343983383769608
116,1113,0.09042862700661355
40,1113,0.0120294361688498
978,1113,0.061502546341891645
1113,2614,0.058876316204838686
101,757,0.2049420693265409
83,757,0.2346580732905914
54,757,0.17924347163689505
73,757,0.22116236846812354
91,757,0.2433029567170932
57,757,0.22839577114079362
15,757,0.1655686596164266
156,200,0.08395378477339481
14,21,0.01507739182236823
94,782,0.17122234663212182
32,782,0.02756253026848471
16,20,0.1502963848626618
22,33,0.0
113,12086,0.13854590877718437
113,18251,0.15197029511694476
49,120,0.1411712472524356
14,116,0.3642957093313003
14,30,0.2815434422055022
18,344,0.19703011705038104
18,50,0.195617298831462
96,416,0.11650723535109123
30,416,0.17171382301091406
24,416,0.1194643792170121
40,416,0.20173826590486768
25,64,0.15973561556619084
14,64,0.14599933576928198
38,72,0.24930481132175364
16,80,0.15441715793606445
191,891,0.16126798252642685
28,55,0.18658542506049064
16,184,0.010784469766148032
7,44,0.09968621436206274
7,44,0.02417132898511566
160,3038,0.12928998368584904
64,1275,0.18569178717224782
30,1275,0.05001373201569469
1275,2256,0.14228198150810356
37,1275,0.12505101255510606
10,1275,0.14558083841593328
46,1275,0.12319343169549524
9,1275,0.10372401450555133
57,1275,0.137130916701259
