s_raw,s_eff,cosine
1,1.0,0.029440570520763473
1,1.0,0.028116160873261707
1,1.0,0.10012629553499737
1,1.0,0.06619542081569849
1,1.0,0.12905030546502888
1,1.0,0.21288203639170178
1,1.0,0.06242843126755032
1,1.0,0.11393449265940246
1,1.0,0.005318050876525477
1,1.0,0.06799429544619887
1,1.0,0.18128819498961035
1,1.0,0.16119405275280782
1,1.0,0.04724638704460932
1,1.0,0.13742322056850692
1,1.0,0.024206705446089452
1,1.0,0.08696948928954076
1,1.0,0.14284828404476305
1,1.0,0.2310120290745501
1,1.0,0.04303884170728775
1,1.0,0.07449940008374391
1,1.0,0.07009361079731592
1,1.0,0.07391892072406747
1,1.0,0.1374274900975424
1,1.0,0.13919664411618562
1,1.0,0.039266224574658226
1,1.0,0.21440775070560184
1,1.0,0.07457982232075074
1,1.0,0.008444194657239336
1,1.0,0.2323592919895714
1,1.0,0.10418620207565818
1,1.0,0.16782893306668034
1,1.0,0.04914623199507861
1,1.0,0.06021459317588959
1,1.0,0.1906419056996912
1,1.0,0.050098465529671656
1,1.0,0.014978514555848178
1,1.0,0.006917904943228751
1,1.0,0.019777773901701285
1,1.0,0.06138798793232932
1,1.0,0.18724901293402008
1,1.0,0.13105835094824309
1,1.0,0.2278898833576953
1,1.0,0.1103656670395473
1,1.0,0.24825912079966295
1,1.0,0.082858502023086
1,1.0,0.10699169470438974
1,1.0,0.052697066019096094
1,1.0,0.13242473736969365
1,1.0,0.04626129244521502
1,1.0,0.1453447531655344
1,1.0,0.04167265436951971
1,1.0,0.073632199988853
1,1.0,0.07141789143328085
1,1.0,0.16554082491410577
1,1.0,0.17102072656916617
1,1.0,0.21264081904380108
1,1.0,0.010554923412537892
1,1.0,0.2452763846245205
1,1.0,0.07685140973395725
1,1.0,0.17970513892251466
1,1.0,0.0801206150387522
1,1.0,0.0881730870793761
1,1.0,0.150676914535105
1,1.0,0.0919262499664163
1,1.0,0.11207993873626769
1,1.0,0.19318387913369583
1,1.0,0.12012010002999794
1,1.0,0.1736632601539788
1,1.0,0.090158347847374
1,1.0,0.11442678968953153
1,1.0,0.007808577325847465
1,1.0,0.01385863592284012
1,1.0,0.06159693062116186
1,1.0,0.08663511059370459
1,1.0,0.08774891797556228
1,1.0,0.13348197179707028
1,1.0,0.14487355987371447
1,1.0,0.03204368320040267
1,1.0,0.010436227397756534
1,1.0,0.1668005810718028
1,1.0,0.11343556517718448
1,1.0,0.04144472450531859
1,1.0,0.07083374974316949
1,1.0,0.1317313331105915
1,1.0,0.0766567054816439
1,1.0,0.02849405717200581
1,1.0,0.17482939023980126
1,1.0,0.24784051406069127
1,1.0,0.10308755935454497
1,1.0,0.09273595619046207
1,1.0,0.0324007344412618
1,1.0,0.01920280105676759
1,1.0,0.2136636418419588
1,1.0,0.040870096966309416
1,1.0,0.023712718674254073
1,1.0,0.026644171523725564
1,1.0,0.0394080048741926
1,1.0,0.04992184222383112
1,1.0,0.15488864889638418
1,1.0,0.020464375736413045
1,1.0,0.0484742027294158
1,1.0,0.21492887454120924
1,1.0,0.08977659760326528
1,1.0,0.12165641886792641
1,1.0,0.025189850430159498
1,1.0,0.04584215785137262
1,1.0,0.11310524783284975
1,1.0,0.15896547781845077
1,1.0,0.15729211741678795
1,1.0,0.14453247800557348
1,1.0,0.08909030461837388
1,1.0,0.03367320086748961
1,1.0,0.053519927241652214
1,1.0,0.06614355928345052
