shared_packs,n_obs,obs_mean_cosine,matched_zero_mean_cosine,diff_obs_minus_matched
1,22791,0.12150785238897088,0.06732175329290278,0.0541860990960681
2,22498,0.13670788745488335,0.07292856832817601,0.06377931912670734
3,23645,0.1507341115463581,0.07832669277127872,0.07240741877507938
4,23993,0.1566638052901226,0.08125256010323595,0.07541124518688666
5,24173,0.15978850981233644,0.08383378141114503,0.07595472840119141
6,24180,0.1638307894955752,0.08504120078170985,0.07878958871386535
7,24221,0.16734040025457367,0.08742193078373725,0.07991846947083642
8,3667,0.17066306195576725,0.08926090752123902,0.08140215443452822
9,2747,0.1713272918559357,0.09120119109734479,0.08012610075859092
10,2193,0.17070169028062018,0.09047455929642456,0.08022713098419562
11,1659,0.17188451477994088,0.08963282969603288,0.082251685083908
12,1367,0.1791941869343351,0.09099250670543235,0.08820168022890273
13,1125,0.17763551194028093,0.09416311077952187,0.08347240116075906
14,996,0.17365125469916906,0.09508782221904953,0.07856343248011953
15,839,0.1742391159355709,0.0926844114256081,0.0815547045099628
16,682,0.17721321288698788,0.09513880867341419,0.08207440421357369
17,604,0.17815508864434035,0.08507213828770702,0.09308295035663333
18,593,0.17331781825376802,0.08454162655489074,0.08877619169887728
19,455,0.17105151495805007,0.0881379958068228,0.08291351915122727
20,458,0.17394071116777746,0.0937134958739109,0.08022721529386656
21,403,0.1720382714120857,0.08944289681503657,0.08259537459704912
22,340,0.17843182548759332,0.08772432917369838,0.09070749631389494
23,307,0.17902514558398389,0.09070119080770372,0.08832395477628016
24,267,0.17517529578390897,0.09077084654926819,0.08440444923464079
25,247,0.18198012399478322,0.08780569970325185,0.09417442429153138
26,229,0.19069156267865175,0.08956989583114067,0.10112166684751109
27,244,0.185023432395938,0.08415185019356408,0.10087158220237391
28,205,0.18801351620357812,0.08569579903074097,0.10231771717283715
29,208,0.18170302636108046,0.0886568872600134,0.09304613910106706
30,173,0.19120078452077138,0.08545932601606641,0.10574145850470497
31,156,0.18820332695136505,0.08889578673501955,0.0993075402163455
32,161,0.18588141351242105,0.07079091199055558,0.11509050152186547
33,163,0.18169041273245087,0.08977148924341051,0.09191892348904036
34,136,0.1921252385443165,0.08145665300939121,0.1106685855349253
35,147,0.18904131299894192,0.10059932237408349,0.08844199062485843
36,136,0.17499761259386326,0.07447772700214156,0.1005198855917217
37,106,0.19340978661002217,0.09354288927627823,0.09986689733374395
38,103,0.19506553309869834,0.09050311334153585,0.10456241975716249
