source,target,flow,entropyStoT,entropyTtoS
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222jh2awcega757aotg5yfyb,,6.277730104595281,15.205361769451262
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222jmlfofckpfar47gpekoh5,,6.249324086022451,602.9089692367871
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222kgaq5rdaldnlypv75xk2e,,6.041013283155037,84.71104360253703
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222khgoc3aoo3o3dg7hodvwh,,5.872695372323937,83.5503301454684
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222khipc3ezupnzoljn4rqqv,,6.770101093190989,5.8892539861234
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222kngvter5l2cnyjcaiz2it,,8.124121311829187,8.695542798303007
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222ku2qu4gjzhvawbbrw7bhr,,8.124121311829187,1.395
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222l5ak76hqg3xsyrmqtecpa,,6.437201854723254,22.71346530584595
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222l7tsqn4g6yr2wgfgr2yav,,6.258996298709331,13.413000113990547
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222lb6hnopsu2blamx3bv33v,,8.124121311829187,15.15038797489633
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222lbjwfkq2goyzwgipt3hsd,,5.708842002906996,17.25556159686006
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222ldxpg674l7bv47hxkgbdk,,,
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222lltesrdoipe2tgnklyhcz,,7.16834233396693,14.342401002299695
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222lpoby7t7m3lvz25gzuwzk,,6.392075143824995,16.371279911867035
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222lrjkstwagul2gqxztmf6f,,,4.931361128866076
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222lzjmo55palh65cpfhavvh,,6.31876102031159,5.131652286251554
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222m3folannyzv6vy4tlycxb,,8.124121311829187,12.433525297151027
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222m3paxqaeoo4twk72v7d76,,7.885176567363622,13.102573062006725
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222mea6r62tv73zpyfgaq26b,,6.349887921889479,18.886475332247617
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222mp62ccsp7wpdlhjcx536b,,8.124121311829187,5.801866838919048
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222mqlpqhvi5m2mgl23wtt26,,6.727787961358546,13.207353775397788
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222mybh3zvadepkm7xo4mggm,,8.124121311829187,7.868533505585716
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222n2k5qimrrbk3r433k4fti,,8.124121311829187,0.0
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222naojsjeqtjiv6thrvpdw6,,8.124121311829187,10.140907230924272
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222ndpyhhns53rh32cenffyz,,6.162770550396473,18.643643527774497
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nhpsw4m7qyw33wvmqev7e,,6.690452845035801,20.059420812736988
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222ni7bzpspqny7miuyatxsp,,8.124121311829187,76.11319722055349
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222njboceezyriqnglqagm2w,,8.124121311829187,12.020075628353375
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nk4qklb37ktbri5zlrmtl,,8.124121311829187,0.0
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nkic3djxynqcbotb55gbl,,7.77888462255993,29.208927702677794
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nkoq4l7e3d7agatplqrcx,,6.370049664956976,12.531458260596391
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nmthzx7cdojucxo6npkrd,,8.124121311829187,2.2110226885060125
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222noemesvxbdtj7o2nqm25f,,10.085116111236232,6.719296935104372
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nphfvopxy3qltdaqkydmq,,8.124121311829187,0.0
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nr6gzraqk42jsu2nzhq7g,,7.2009257082122335,12.18700181043444
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nrybs5rw5q5xjkwhy32yz,,6.111064703588326,14.657541567069005
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nsgbuooycevubqlvr3xcp,,6.39875099362388,10.485389949018948
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nxoqgyqungxyipcyiy7lj,,7.9548687844994115,7.748651448090304
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222nytxu3tx5rguvwallw52x,,7.935188258065717,7.411116063819085
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222o264k3l32pvxscrwzmqmh,,6.205037537381348,15.21798085099346
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222o5xnrxufouyfdxutn6drn,,8.011286293609338,12.709477380309677
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222oaqz2kn43d6s2gd4srhlr,,7.495634111369137,22.0994484514477
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222ocxmd3qfo5pn7juncj5ds,,7.226907824409897,11.375189291341817
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222ocysibtjq6lan67lg7vsh,,8.124121311829187,0.0
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222ombk5yfjty5jw6r6566tk,,10.428960012996946,9.519803648006201
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222orhzkxvv2rmhcojiurquh,,6.49929704946335,7.4092433224162635
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222oyyab6i5w7frzuckz4a5j,,7.616363729839863,12.445658874316152
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222p42fegwhwfyrc3gqam76j,,6.815457416887383,10.80070960548953
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222p4wl5zp6ot77tfply7gdb,,6.093090983871891,9.092768524556387
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222pceash3iyde4aorat6iq4,,,
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222pnzm6ywywujt7bodrkmix,,6.400822851744208,9.714242084158256
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222pqwmsemt65gkqhh2nj5no,,8.124121311829187,3.6545829562082854
