term,ols_coef,boot_ci_low,boot_ci_high
Intercept,0.17935465326684577,,
cg,0.004603604659055634,0.0016143025955429548,0.008646982474186037
hops[2],-0.059262655496442884,,
hops[3],-0.16508544233210024,,
hops[unreachable],-0.14137760608369568,,
